dataset,method,n_labeled,pseudo_label_fraction,pseudo_label_fraction,pseudo_label_fraction,n_pseudo_added_total,n_pseudo_added_total,n_pseudo_added_total,runtime_seconds,runtime_seconds,runtime_seconds
,,,mean,std,count,mean,std,count,mean,std,count
steel-plates-fault,self_training_lightgbm,100,0.4889807162534436,0.0,3,710.0,0.0,3,24.379099999999998,4.167222273889408,3
steel-plates-fault,self_training_lightgbm,250,0.489247311827957,0.0,3,637.0,0.0,3,30.683900000000005,4.977347844987331,3
steel-plates-fault,self_training_lightgbm,500,0.4895437262357414,0.0,3,515.0,0.0,3,38.709133333333334,1.7533635171673105,3
steel-plates-fault,self_training_lr,50,0.3905903240124278,0.03594178807957032,3,586.6666666666666,53.98456569551463,3,0.2782,0.041051552954790876,3
steel-plates-fault,self_training_lr,100,0.25298438934802564,0.10946369762449983,3,367.3333333333333,158.9412889507737,3,0.31106666666666666,0.06935772007017915,3
steel-plates-fault,self_training_lr,250,0.20122887864823347,0.009805795188021302,3,262.0,12.767145334803704,3,0.4301000000000001,0.11172927100809346,3
steel-plates-fault,self_training_lr,500,0.18662864385297842,0.007134556558426909,3,196.33333333333334,7.5055534994651385,3,0.4652,0.09146523929887242,3
steel-plates-fault,self_training_xgboost,50,0.32600976475810023,0.05638457352331741,3,489.6666666666667,84.68962943202276,3,14.206100000000001,0.4615734069462844,3
steel-plates-fault,self_training_xgboost,100,0.4343434343434343,0.07566151351740873,3,630.6666666666666,109.86051762727743,3,16.719033333333332,0.8389392727327363,3
steel-plates-fault,self_training_xgboost,250,0.46927803379416283,0.03458780414500065,3,611.0,45.033320996790806,3,22.493,0.8110111651512569,3
steel-plates-fault,self_training_xgboost,500,0.48288973384030415,0.011525052902074225,3,508.0,12.12435565298214,3,30.721333333333334,1.7815203656802072,3
