dataset,ssl_method,supervised_method,n_labeled,delta_balanced_accuracy_mean,delta_balanced_accuracy_std,delta_macro_f1_mean,delta_macro_f1_std,delta_roc_auc_mean,delta_roc_auc_std,runtime_ratio_ssl_over_sup_mean,pseudo_label_fraction_mean,n_paired_seeds,n_expected_seeds,pair_complete,comparison_warning
adult,rpl_lr,logistic_regression,50,-0.022923844910674673,0.008220480973394293,-0.016993009795173524,0.010046205657807646,-0.0018911942537439552,0.001759770942267977,1.4585839268194691,,3,3,True,
adult,rpl_lr,logistic_regression,100,-0.006866201081122088,0.010396384636964741,-0.0019288037847023192,0.010583600457702222,0.0010767150168201622,0.0064354663478858746,2.0253637444102046,,3,3,True,
adult,rpl_lr,logistic_regression,250,-0.008553063241224216,0.00653663646843266,-0.003396180517856654,0.006928758861929491,0.005092272344405162,0.003099939006993323,1.749699716923758,,3,3,True,
adult,rpl_lr,logistic_regression,500,-0.015696225443263472,0.004938927536902065,-0.011172082051111124,0.004176867160602528,-0.001412433605979498,0.0022176346597525963,2.164199385548233,,3,3,True,
adult,self_training_catboost,catboost,50,0.010217362533521531,0.013668314662921868,0.003998927754207589,0.017339097850206334,0.03028029912069663,0.02110562245043296,1.1737939640065604,0.0337664112617345,3,3,True,
adult,self_training_catboost,catboost,100,0.01681927492075456,0.010716932270896547,0.004364798436569191,0.02068358118305904,0.006487179437000353,0.01484743506066994,1.3646650578086763,0.0350755651348369,3,3,True,
adult,self_training_catboost,catboost,250,0.018344503679646906,0.02055623764612207,0.015751987550173003,0.014313355380448155,0.012060179005658181,0.006691372161128868,1.1989529873584177,0.036962625247919996,3,3,True,
adult,self_training_catboost,catboost,500,0.008598726187972453,0.005032833603153942,0.011751472571400079,0.006387697981862359,0.010357238883633935,0.007232340459667316,1.119486756573109,0.03689108962227463,3,3,True,
adult,self_training_lightgbm,lightgbm,50,0.0,0.0,0.0,0.0,0.0,0.0,0.9641755710871106,0.0,3,3,True,
adult,self_training_lightgbm,lightgbm,100,0.022824643118169858,0.022261527262554103,0.02221646782705818,0.02453481125211175,0.02903234805357091,0.017004125676560806,8.809024819406151,0.07610396941472297,3,3,True,
adult,self_training_lightgbm,lightgbm,250,0.02416896602626876,0.010980605142746574,0.019082990090068124,0.007786703119752867,0.01541266429979112,0.00487424194560612,5.982353690611148,0.0772737810061046,3,3,True,
adult,self_training_lightgbm,lightgbm,500,0.03564345058848991,0.015173120332001315,0.027748363667876846,0.014708956791299499,0.018739123632888804,0.011230910769997519,4.448743660283912,0.0777746091825888,3,3,True,
adult,self_training_lr,logistic_regression,50,0.028692629160043077,0.019758863385067924,-0.010516549036027242,0.012027524060078024,-0.011795496996471607,0.015951408808842854,1.1335768094778889,0.127540168618507,3,3,True,
adult,self_training_lr,logistic_regression,100,0.019757109960635066,0.001535355455724428,-0.011119545150854596,0.001625915721711178,-0.012035726305813585,0.012876681416662154,1.023190295147837,0.1282939470915762,3,3,True,
adult,self_training_lr,logistic_regression,250,0.02083947528746266,0.007167336563106592,0.00023738497430766023,0.0004540399354674851,-0.005900055628213348,0.005087496419122416,1.1056459035915032,0.12731284719539096,3,3,True,
adult,self_training_lr,logistic_regression,500,0.02905035421975703,0.0032075965800830437,0.00794599052343196,0.0036919918516119996,-0.002256200442991981,0.0005022331093911237,1.2218175832958609,0.1296243486376481,3,3,True,
adult,self_training_xgboost,xgboost,50,0.043329263191516865,0.013232100895428324,0.031169555430602253,0.019589499017828176,0.020161543610205352,0.004062419830496184,2.9078513080301,0.07343532446676743,3,3,True,
